name,name_ar,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Ariel Detergent Powder 3kg,ariel مسحوق 3kg,BQ-0381-ariel-detergent-powd,,Household & Cleaning,pkt,,27.00,36.00,0,5,yes
Ariel Detergent Liquid 2.5L,ariel سائل 2.5L,BQ-0382-ariel-detergent-liqu,,Household & Cleaning,pkt,,30.00,40.00,0,5,yes
Ariel Pods 12 pcs,ariel pods 12 pcs,BQ-0383-ariel-pods-12-pcs,,Household & Cleaning,pkt,,22.50,30.00,0,5,yes
Fairy Dishwashing Liquid 1L,fairy سائل جلي 1L,BQ-0384-fairy-dishwashing-li,,Household & Cleaning,bottle,,9.00,12.00,0,5,yes
Fairy Dishwashing Liquid Lemon 1L,fairy سائل lemon 1L,BQ-0385-fairy-dishwashing-li,,Household & Cleaning,bottle,,9.00,12.00,0,5,yes
Fairy Dishwashing Liquid Apple 1L,fairy سائل apple 1L,BQ-0386-fairy-dishwashing-li,,Household & Cleaning,bottle,,9.00,12.00,0,5,yes
Pril Dishwashing Liquid 1L,pril سائل جلي 1L,BQ-0387-pril-dishwashing-liq,,Household & Cleaning,bottle,,7.50,10.00,0,5,yes
Pril Dishwashing Liquid Lemon 1L,pril سائل lemon 1L,BQ-0388-pril-dishwashing-liq,,Household & Cleaning,bottle,,7.50,10.00,0,5,yes
Clorox Bleach 3.78L,clorox كلorox 3.78L,BQ-0389-clorox-bleach-3-78l,,Household & Cleaning,bottle,,11.25,15.00,0,5,yes
Clorox Bleach 1.89L,clorox كلorox 1.89L,BQ-0390-clorox-bleach-1-89l,,Household & Cleaning,bottle,,7.50,10.00,0,5,yes
Clorox Toilet Cleaner 750ml,clorox منظف مرحاض 750ml,BQ-0391-clorox-toilet-cleane,,Household & Cleaning,bottle,,9.00,12.00,0,5,yes
Clorox Multi Surface 750ml,clorox multi surface 750ml,BQ-0392-clorox-multi-surface,,Household & Cleaning,bottle,,10.50,14.00,0,5,yes
Dettol Antiseptic 750ml,dettol معقم 750ml,BQ-0393-dettol-antiseptic-75,,Household & Cleaning,bottle,,16.50,22.00,0,5,yes
Dettol Antiseptic 1L,dettol معقم 1L,BQ-0394-dettol-antiseptic-1l,,Household & Cleaning,bottle,,21.00,28.00,0,5,yes
Dettol Hand Wash 200ml,dettol hand wash 200ml,BQ-0395-dettol-hand-wash-200,,Household & Cleaning,bottle,,9.00,12.00,0,5,yes
Dettol Surface Cleaner 750ml,dettol surface cleaner 750ml,BQ-0396-dettol-surface-clean,,Household & Cleaning,bottle,,11.25,15.00,0,5,yes
Fine Tissue Toilet Roll 12 rolls,fine منadil wc 12 rolls,BQ-0397-fine-tissue-toilet-r,,Household & Cleaning,roll,,13.50,18.00,0,5,yes
Fine Tissue Toilet Roll 24 rolls,fine منadil wc 24 rolls,BQ-0398-fine-tissue-toilet-r,,Household & Cleaning,roll,,24.00,32.00,0,5,yes
Fine Facial Tissue Box 200 sheets,fine منadil وجه 200 sheets,BQ-0399-fine-facial-tissue-b,,Household & Cleaning,roll,,6.00,8.00,0,5,yes
Fine Kitchen Towel 2 rolls,fine kitchen towel 2 rolls,BQ-0400-fine-kitchen-towel-2,,Household & Cleaning,roll,,9.00,12.00,0,5,yes
Fine Wet Wipes 80 pcs,fine wet wipes 80 pcs,BQ-0401-fine-wet-wipes-80-pc,,Household & Cleaning,roll,,7.50,10.00,0,5,yes
Pampers Baby Diapers Size 1 44 pcs,pampers حفاضات 1 44 pcs,BQ-0402-pampers-baby-diapers,,Household & Cleaning,pkt,,37.50,50.00,0,5,yes
Pampers Baby Diapers Size 2 44 pcs,pampers حفاضات 2 44 pcs,BQ-0403-pampers-baby-diapers,,Household & Cleaning,pkt,,39.00,52.00,0,5,yes
Pampers Baby Wipes Sensitive 64 pcs,pampers wipes sensitive 64 pcs,BQ-0404-pampers-baby-wipes-s,,Household & Cleaning,pkt,,10.50,14.00,0,5,yes
Trash Bags Large 30 pcs,أكياس نفايات 30 pcs,BQ-0405-trash-bags-large-30-,,Household & Cleaning,roll,,9.00,12.00,0,5,yes
Trash Bags Medium 30 pcs,أكياس medium 30 pcs,BQ-0406-trash-bags-medium-30,,Household & Cleaning,roll,,7.50,10.00,0,5,yes
Aluminum Foil 30m,ورق أluminum 30m,BQ-0407-aluminum-foil-30m,,Household & Cleaning,roll,,9.00,12.00,0,5,yes
Cling Film 30m,ناylon 30m,BQ-0408-cling-film-30m,,Household & Cleaning,roll,,6.00,8.00,0,5,yes
Baking Paper 20 sheets,baking paper 20 sheets,BQ-0409-baking-paper-20-shee,,Household & Cleaning,roll,,6.00,8.00,0,5,yes
Sponge Scrub 3 pcs,sponge 3 pcs,BQ-0410-sponge-scrub-3-pcs,,Household & Cleaning,pkt,,3.75,5.00,0,5,yes
Steel Wool 6 pcs,steel wool 6 pcs,BQ-0411-steel-wool-6-pcs,,Household & Cleaning,pkt,,3.00,4.00,0,5,yes
Floor Cleaner Pine 1.5L,منظف أرضيات 1.5L,BQ-0412-floor-cleaner-pine-1,,Household & Cleaning,bottle,,11.25,15.00,0,5,yes
Floor Cleaner Lavender 1.5L,منظف lavender 1.5L,BQ-0413-floor-cleaner-lavend,,Household & Cleaning,bottle,,11.25,15.00,0,5,yes
Glass Cleaner 750ml,glass cleaner 750ml,BQ-0414-glass-cleaner-750ml,,Household & Cleaning,bottle,,7.50,10.00,0,5,yes
Air Freshener Spray 300ml,معطر 300ml,BQ-0415-air-freshener-spray-,,Household & Cleaning,can,,9.00,12.00,0,5,yes
Air Freshener Gel 150g,معطر gel 150g,BQ-0416-air-freshener-gel-15,,Household & Cleaning,jar,,6.00,8.00,0,5,yes
Insect Spray 400ml,رsh insect 400ml,BQ-0417-insect-spray-400ml,,Household & Cleaning,can,,11.25,15.00,0,5,yes
Moth Balls 100g,moth balls 100g,BQ-0418-moth-balls-100g,,Household & Cleaning,pkt,,4.50,6.00,0,5,yes
Matches Box 10 boxes,عود ثقاب 10 boxes,BQ-0419-matches-box-10-boxes,,Household & Cleaning,box,,3.75,5.00,0,5,yes
Lighter Disposable 1 pcs,ولاعة 1 pcs,BQ-0420-lighter-disposable-1,,Household & Cleaning,pcs,,1.50,2.00,0,5,yes
Charcoal BBQ 3kg,فحم 3kg,BQ-0421-charcoal-bbq-3kg,,Household & Cleaning,bag,,11.25,15.00,0,5,yes
Fire Starter 24 cubes,fire starter 24 cubes,BQ-0422-fire-starter-24-cube,,Household & Cleaning,box,,6.00,8.00,0,5,yes
Battery AA 4pk 4 pcs,بطاريات AA 4 pcs,BQ-0423-battery-aa-4pk-4-pcs,,Household & Cleaning,pkt,,6.00,8.00,0,5,yes
Battery AAA 4pk 4 pcs,بطاريات AAA 4 pcs,BQ-0424-battery-aaa-4pk-4-pc,,Household & Cleaning,pkt,,6.00,8.00,0,5,yes
Light Bulb LED 9W 1 pcs,لمبة LED 1 pcs,BQ-0425-light-bulb-led-9w-1-,,Household & Cleaning,pcs,,6.00,8.00,0,5,yes
Extension Cord 3m 1 pcs,موصل كهrb 1 pcs,BQ-0426-extension-cord-3m-1-,,Household & Cleaning,pcs,,18.75,25.00,0,5,yes
Duct Tape 1 roll,شريط لاصق 1 roll,BQ-0427-duct-tape-1-roll,,Household & Cleaning,roll,,4.50,6.00,0,5,yes
Super Glue 1 pcs,super glue 1 pcs,BQ-0428-super-glue-1-pcs,,Household & Cleaning,pcs,,3.00,4.00,0,5,yes
Plastic Cups 50pk 50 pcs,أكواب plastic 50 pcs,BQ-0429-plastic-cups-50pk-50,,Household & Cleaning,pkt,,6.00,8.00,0,5,yes
Plastic Plates 25pk 25 pcs,أطباق plastic 25 pcs,BQ-0430-plastic-plates-25pk-,,Household & Cleaning,pkt,,7.50,10.00,0,5,yes
Paper Plates 25pk 25 pcs,أطباق paper 25 pcs,BQ-0431-paper-plates-25pk-25,,Household & Cleaning,pkt,,6.00,8.00,0,5,yes
Garbage Bin 30L 1 pcs,سلة نفايات 1 pcs,BQ-0432-garbage-bin-30l-1-pc,,Household & Cleaning,pcs,,26.25,35.00,0,5,yes
Mop Stick 1 pcs,ممسحة 1 pcs,BQ-0433-mop-stick-1-pcs,,Household & Cleaning,pcs,,18.75,25.00,0,5,yes
Broom 1 pcs,مكنسة 1 pcs,BQ-0434-broom-1-pcs,,Household & Cleaning,pcs,,15.00,20.00,0,5,yes
Johnson's Baby Shampoo 200ml,johnson's shampoo baby 200ml,BQ-0435-johnson-s-baby-shamp,,Baby Care,bottle,,13.50,18.00,0,5,yes
Johnson's Baby Oil 200ml,johnson's زيت baby 200ml,BQ-0436-johnson-s-baby-oil-2,,Baby Care,bottle,,11.25,15.00,0,5,yes
Johnson's Baby Lotion 200ml,johnson's lotion baby 200ml,BQ-0437-johnson-s-baby-lotio,,Baby Care,bottle,,13.50,18.00,0,5,yes
Johnson's Baby Powder 200g,johnson's powder baby 200g,BQ-0438-johnson-s-baby-powde,,Baby Care,bottle,,9.00,12.00,0,5,yes
Johnson's Baby Soap 125g,johnson's صابon baby 125g,BQ-0439-johnson-s-baby-soap-,,Baby Care,bottle,,6.00,8.00,0,5,yes
Johnson's Baby Wipes 72 pcs,johnson's wipes baby 72 pcs,BQ-0440-johnson-s-baby-wipes,,Baby Care,bottle,,10.50,14.00,0,5,yes
Huggies Diapers Size 3 44 pcs,huggies حفاضات 3 44 pcs,BQ-0441-huggies-diapers-size,,Baby Care,pkt,,43.50,58.00,0,5,yes
Huggies Diapers Size 4 40 pcs,huggies حفاضات 4 40 pcs,BQ-0442-huggies-diapers-size,,Baby Care,pkt,,43.50,58.00,0,5,yes
Huggies Diapers Size 5 36 pcs,huggies حفاضات 5 36 pcs,BQ-0443-huggies-diapers-size,,Baby Care,pkt,,43.50,58.00,0,5,yes
Huggies Pull Ups Size 4 22 pcs,huggies pull ups 4 22 pcs,BQ-0444-huggies-pull-ups-siz,,Baby Care,pkt,,33.75,45.00,0,5,yes
Baby Formula Stage 1 400g,حليب أطفال 1 400g,BQ-0445-baby-formula-stage-1,,Baby Care,can,,33.75,45.00,0,5,yes
Baby Formula Stage 2 400g,حليب أطفال 2 400g,BQ-0446-baby-formula-stage-2,,Baby Care,can,,33.75,45.00,0,5,yes
Baby Formula Stage 3 400g,حليب أطفال 3 400g,BQ-0447-baby-formula-stage-3,,Baby Care,can,,31.50,42.00,0,5,yes
Baby Cereal Rice 200g,cereal rice 200g,BQ-0448-baby-cereal-rice-200,,Baby Care,box,,11.25,15.00,0,5,yes
Baby Cereal Wheat 200g,cereal wheat 200g,BQ-0449-baby-cereal-wheat-20,,Baby Care,box,,11.25,15.00,0,5,yes
Baby Biscuits 150g,biscuits baby 150g,BQ-0450-baby-biscuits-150g,,Baby Care,pkt,,7.50,10.00,0,5,yes
Baby Bottle 250ml 250ml,bottle baby 250ml,BQ-0451-baby-bottle-250ml-25,,Baby Care,pcs,,18.75,25.00,0,5,yes
Pacifier 1 pcs,لهاية 1 pcs,BQ-0452-pacifier-1-pcs,,Baby Care,pcs,,9.00,12.00,0,5,yes
Baby Nail Scissors 1 pcs,مقص أظافر baby 1 pcs,BQ-0453-baby-nail-scissors-1,,Baby Care,pcs,,7.50,10.00,0,5,yes
Baby Thermometer 1 pcs,thermometer 1 pcs,BQ-0454-baby-thermometer-1-p,,Baby Care,pcs,,26.25,35.00,0,5,yes
Indomie Instant Noodles Flavor 1,Indomie نoodles 1,BQ-0455-indomie-instant-nood,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Indomie Instant Noodles Flavor 2,Indomie نoodles 2,BQ-0456-indomie-instant-nood,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Indomie Instant Noodles Flavor 3,Indomie نoodles 3,BQ-0457-indomie-instant-nood,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Indomie Instant Noodles Flavor 4,Indomie نoodles 4,BQ-0458-indomie-instant-nood,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Indomie Instant Noodles Flavor 5,Indomie نoodles 5,BQ-0459-indomie-instant-nood,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Indomie Instant Noodles Flavor 6,Indomie نoodles 6,BQ-0460-indomie-instant-nood,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Indomie Instant Noodles Flavor 7,Indomie نoodles 7,BQ-0461-indomie-instant-nood,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Indomie Instant Noodles Flavor 8,Indomie نoodles 8,BQ-0462-indomie-instant-nood,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Maggi Instant Noodles Flavor 1,Maggi نoodles 1,BQ-0463-maggi-instant-noodle,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Maggi Instant Noodles Flavor 2,Maggi نoodles 2,BQ-0464-maggi-instant-noodle,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Maggi Instant Noodles Flavor 3,Maggi نoodles 3,BQ-0465-maggi-instant-noodle,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Maggi Instant Noodles Flavor 4,Maggi نoodles 4,BQ-0466-maggi-instant-noodle,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Maggi Instant Noodles Flavor 5,Maggi نoodles 5,BQ-0467-maggi-instant-noodle,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Maggi Instant Noodles Flavor 6,Maggi نoodles 6,BQ-0468-maggi-instant-noodle,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Maggi Instant Noodles Flavor 7,Maggi نoodles 7,BQ-0469-maggi-instant-noodle,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Maggi Instant Noodles Flavor 8,Maggi نoodles 8,BQ-0470-maggi-instant-noodle,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Nissin Instant Noodles Flavor 1,Nissin نoodles 1,BQ-0471-nissin-instant-noodl,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Nissin Instant Noodles Flavor 2,Nissin نoodles 2,BQ-0472-nissin-instant-noodl,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Nissin Instant Noodles Flavor 3,Nissin نoodles 3,BQ-0473-nissin-instant-noodl,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Nissin Instant Noodles Flavor 4,Nissin نoodles 4,BQ-0474-nissin-instant-noodl,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Nissin Instant Noodles Flavor 5,Nissin نoodles 5,BQ-0475-nissin-instant-noodl,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Nissin Instant Noodles Flavor 6,Nissin نoodles 6,BQ-0476-nissin-instant-noodl,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Nissin Instant Noodles Flavor 7,Nissin نoodles 7,BQ-0477-nissin-instant-noodl,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Nissin Instant Noodles Flavor 8,Nissin نoodles 8,BQ-0478-nissin-instant-noodl,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Samyang Instant Noodles Flavor 1,Samyang نoodles 1,BQ-0479-samyang-instant-nood,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Samyang Instant Noodles Flavor 2,Samyang نoodles 2,BQ-0480-samyang-instant-nood,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Samyang Instant Noodles Flavor 3,Samyang نoodles 3,BQ-0481-samyang-instant-nood,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Samyang Instant Noodles Flavor 4,Samyang نoodles 4,BQ-0482-samyang-instant-nood,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Samyang Instant Noodles Flavor 5,Samyang نoodles 5,BQ-0483-samyang-instant-nood,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Samyang Instant Noodles Flavor 6,Samyang نoodles 6,BQ-0484-samyang-instant-nood,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Samyang Instant Noodles Flavor 7,Samyang نoodles 7,BQ-0485-samyang-instant-nood,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Samyang Instant Noodles Flavor 8,Samyang نoodles 8,BQ-0486-samyang-instant-nood,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Knorr Instant Noodles Flavor 1,Knorr نoodles 1,BQ-0487-knorr-instant-noodle,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Knorr Instant Noodles Flavor 2,Knorr نoodles 2,BQ-0488-knorr-instant-noodle,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Knorr Instant Noodles Flavor 3,Knorr نoodles 3,BQ-0489-knorr-instant-noodle,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Knorr Instant Noodles Flavor 4,Knorr نoodles 4,BQ-0490-knorr-instant-noodle,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Knorr Instant Noodles Flavor 5,Knorr نoodles 5,BQ-0491-knorr-instant-noodle,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Knorr Instant Noodles Flavor 6,Knorr نoodles 6,BQ-0492-knorr-instant-noodle,,Snacks & Confectionery,pkt,,1.50,2.00,0,5,yes
Knorr Instant Noodles Flavor 7,Knorr نoodles 7,BQ-0493-knorr-instant-noodle,,Snacks & Confectionery,pkt,,2.25,3.00,0,5,yes
Knorr Instant Noodles Flavor 8,Knorr نoodles 8,BQ-0494-knorr-instant-noodle,,Snacks & Confectionery,pkt,,3.00,4.00,0,5,yes
Heinz Hot Sauce 400g,Heinz Hot صلصة,BQ-0495-heinz-hot-sauce-400g,,Canned & Preserved,bottle,,7.53,10.03,0,5,yes
Heinz Garlic Sauce 400g,Heinz Garlic صلصة,BQ-0496-heinz-garlic-sauce-4,,Canned & Preserved,bottle,,9.81,13.08,0,5,yes
Heinz Soy Sauce 400g,Heinz Soy صلصة,BQ-0497-heinz-soy-sauce-400g,,Canned & Preserved,bottle,,6.29,8.39,0,5,yes
Heinz Teriyaki Sauce 400g,Heinz Teriyaki صلصة,BQ-0498-heinz-teriyaki-sauce,,Canned & Preserved,bottle,,8.92,11.89,0,5,yes
Heinz Chili Garlic Sauce 400g,Heinz Chili Garlic صلصة,BQ-0499-heinz-chili-garlic-s,,Canned & Preserved,bottle,,8.82,11.76,0,5,yes
Heinz Ranch Sauce 400g,Heinz Ranch صلصة,BQ-0500-heinz-ranch-sauce-40,,Canned & Preserved,bottle,,7.30,9.74,0,5,yes
Heinz Caesar Sauce 400g,Heinz Caesar صلصة,BQ-0501-heinz-caesar-sauce-4,,Canned & Preserved,bottle,,9.25,12.34,0,5,yes
Goody Hot Sauce 400g,Goody Hot صلصة,BQ-0502-goody-hot-sauce-400g,,Canned & Preserved,bottle,,10.23,13.63,0,5,yes
Goody Garlic Sauce 400g,Goody Garlic صلصة,BQ-0503-goody-garlic-sauce-4,,Canned & Preserved,bottle,,8.15,10.87,0,5,yes
Goody Soy Sauce 400g,Goody Soy صلصة,BQ-0504-goody-soy-sauce-400g,,Canned & Preserved,bottle,,6.55,8.73,0,5,yes
Goody Teriyaki Sauce 400g,Goody Teriyaki صلصة,BQ-0505-goody-teriyaki-sauce,,Canned & Preserved,bottle,,8.25,11.00,0,5,yes
Goody Chili Garlic Sauce 400g,Goody Chili Garlic صلصة,BQ-0506-goody-chili-garlic-s,,Canned & Preserved,bottle,,9.61,12.82,0,5,yes
Goody BBQ Sauce 400g,Goody BBQ صلصة,BQ-0507-goody-bbq-sauce-400g,,Canned & Preserved,bottle,,10.32,13.76,0,5,yes
Goody Ranch Sauce 400g,Goody Ranch صلصة,BQ-0508-goody-ranch-sauce-40,,Canned & Preserved,bottle,,7.71,10.29,0,5,yes
Goody Caesar Sauce 400g,Goody Caesar صلصة,BQ-0509-goody-caesar-sauce-4,,Canned & Preserved,bottle,,8.17,10.89,0,5,yes
American Garden Hot Sauce 400g,American Garden Hot صلصة,BQ-0510-american-garden-hot-,,Canned & Preserved,bottle,,9.19,12.25,0,5,yes
American Garden Garlic Sauce 400g,American Garden Garlic صلصة,BQ-0511-american-garden-garl,,Canned & Preserved,bottle,,9.05,12.06,0,5,yes
American Garden Soy Sauce 400g,American Garden Soy صلصة,BQ-0512-american-garden-soy-,,Canned & Preserved,bottle,,8.12,10.83,0,5,yes
American Garden Teriyaki Sauce 400g,American Garden Teriyaki صلصة,BQ-0513-american-garden-teri,,Canned & Preserved,bottle,,10.23,13.65,0,5,yes
American Garden Chili Garlic Sauce 400g,American Garden Chili Garlic صلصة,BQ-0514-american-garden-chil,,Canned & Preserved,bottle,,8.46,11.29,0,5,yes
American Garden BBQ Sauce 400g,American Garden BBQ صلصة,BQ-0515-american-garden-bbq-,,Canned & Preserved,bottle,,8.94,11.92,0,5,yes
American Garden Ranch Sauce 400g,American Garden Ranch صلصة,BQ-0516-american-garden-ranc,,Canned & Preserved,bottle,,10.38,13.83,0,5,yes
American Garden Caesar Sauce 400g,American Garden Caesar صلصة,BQ-0517-american-garden-caes,,Canned & Preserved,bottle,,9.66,12.88,0,5,yes
Maggi Hot Sauce 400g,Maggi Hot صلصة,BQ-0518-maggi-hot-sauce-400g,,Canned & Preserved,bottle,,9.71,12.95,0,5,yes
Maggi Garlic Sauce 400g,Maggi Garlic صلصة,BQ-0519-maggi-garlic-sauce-4,,Canned & Preserved,bottle,,7.31,9.75,0,5,yes
Maggi Soy Sauce 400g,Maggi Soy صلصة,BQ-0520-maggi-soy-sauce-400g,,Canned & Preserved,bottle,,7.21,9.61,0,5,yes
Maggi Teriyaki Sauce 400g,Maggi Teriyaki صلصة,BQ-0521-maggi-teriyaki-sauce,,Canned & Preserved,bottle,,7.63,10.18,0,5,yes
Maggi Chili Garlic Sauce 400g,Maggi Chili Garlic صلصة,BQ-0522-maggi-chili-garlic-s,,Canned & Preserved,bottle,,9.26,12.35,0,5,yes
Maggi BBQ Sauce 400g,Maggi BBQ صلصة,BQ-0523-maggi-bbq-sauce-400g,,Canned & Preserved,bottle,,8.04,10.72,0,5,yes
Maggi Ranch Sauce 400g,Maggi Ranch صلصة,BQ-0524-maggi-ranch-sauce-40,,Canned & Preserved,bottle,,7.77,10.36,0,5,yes
Maggi Caesar Sauce 400g,Maggi Caesar صلصة,BQ-0525-maggi-caesar-sauce-4,,Canned & Preserved,bottle,,10.03,13.37,0,5,yes
Knorr Hot Sauce 400g,Knorr Hot صلصة,BQ-0526-knorr-hot-sauce-400g,,Canned & Preserved,bottle,,6.85,9.14,0,5,yes
Knorr Garlic Sauce 400g,Knorr Garlic صلصة,BQ-0527-knorr-garlic-sauce-4,,Canned & Preserved,bottle,,8.23,10.97,0,5,yes
Knorr Soy Sauce 400g,Knorr Soy صلصة,BQ-0528-knorr-soy-sauce-400g,,Canned & Preserved,bottle,,8.39,11.19,0,5,yes
Knorr Teriyaki Sauce 400g,Knorr Teriyaki صلصة,BQ-0529-knorr-teriyaki-sauce,,Canned & Preserved,bottle,,8.64,11.52,0,5,yes
Knorr Chili Garlic Sauce 400g,Knorr Chili Garlic صلصة,BQ-0530-knorr-chili-garlic-s,,Canned & Preserved,bottle,,8.47,11.30,0,5,yes
Knorr BBQ Sauce 400g,Knorr BBQ صلصة,BQ-0531-knorr-bbq-sauce-400g,,Canned & Preserved,bottle,,9.66,12.88,0,5,yes
Knorr Ranch Sauce 400g,Knorr Ranch صلصة,BQ-0532-knorr-ranch-sauce-40,,Canned & Preserved,bottle,,10.25,13.67,0,5,yes
Knorr Caesar Sauce 400g,Knorr Caesar صلصة,BQ-0533-knorr-caesar-sauce-4,,Canned & Preserved,bottle,,7.86,10.48,0,5,yes
Al Rabie Orange Juice 200ml,Al Rabie Orange عصير,BQ-0534-al-rabie-orange-juic,,Beverages,pcs,,1.56,2.09,0,5,yes
Al Rabie Apple Juice 200ml,Al Rabie Apple عصير,BQ-0535-al-rabie-apple-juice,,Beverages,pcs,,2.27,3.02,0,5,yes
Al Rabie Mango Juice 200ml,Al Rabie Mango عصير,BQ-0536-al-rabie-mango-juice,,Beverages,pcs,,1.36,1.81,0,5,yes
Al Rabie Grape Juice 1L,Al Rabie Grape عصير,BQ-0537-al-rabie-grape-juice,,Beverages,L,,7.76,10.34,0,5,yes
Al Rabie Grape Juice 200ml,Al Rabie Grape عصير,BQ-0538-al-rabie-grape-juice,,Beverages,pcs,,2.48,3.31,0,5,yes
Al Rabie Mixed Fruit Juice 200ml,Al Rabie Mixed Fruit عصير,BQ-0539-al-rabie-mixed-fruit,,Beverages,pcs,,2.29,3.05,0,5,yes
Al Rabie Pineapple Juice 1L,Al Rabie Pineapple عصير,BQ-0540-al-rabie-pineapple-j,,Beverages,L,,5.58,7.44,0,5,yes
Al Rabie Pineapple Juice 200ml,Al Rabie Pineapple عصير,BQ-0541-al-rabie-pineapple-j,,Beverages,pcs,,2.35,3.14,0,5,yes
Al Rabie Pomegranate Juice 1L,Al Rabie Pomegranate عصير,BQ-0542-al-rabie-pomegranate,,Beverages,L,,8.02,10.69,0,5,yes
Al Rabie Pomegranate Juice 200ml,Al Rabie Pomegranate عصير,BQ-0543-al-rabie-pomegranate,,Beverages,pcs,,2.18,2.91,0,5,yes
Al Rabie Peach Juice 1L,Al Rabie Peach عصير,BQ-0544-al-rabie-peach-juice,,Beverages,L,,7.00,9.34,0,5,yes
Al Rabie Peach Juice 200ml,Al Rabie Peach عصير,BQ-0545-al-rabie-peach-juice,,Beverages,pcs,,1.74,2.32,0,5,yes
Sun Top Orange Juice 1L,Sun Top Orange عصير,BQ-0546-sun-top-orange-juice,,Beverages,L,,7.90,10.54,0,5,yes
Sun Top Orange Juice 200ml,Sun Top Orange عصير,BQ-0547-sun-top-orange-juice,,Beverages,pcs,,2.27,3.03,0,5,yes
Sun Top Apple Juice 1L,Sun Top Apple عصير,BQ-0548-sun-top-apple-juice-,,Beverages,L,,6.85,9.14,0,5,yes
Sun Top Apple Juice 200ml,Sun Top Apple عصير,BQ-0549-sun-top-apple-juice-,,Beverages,pcs,,2.11,2.81,0,5,yes
Sun Top Mango Juice 1L,Sun Top Mango عصير,BQ-0550-sun-top-mango-juice-,,Beverages,L,,8.14,10.85,0,5,yes
Sun Top Mango Juice 200ml,Sun Top Mango عصير,BQ-0551-sun-top-mango-juice-,,Beverages,pcs,,1.61,2.15,0,5,yes
Sun Top Grape Juice 1L,Sun Top Grape عصير,BQ-0552-sun-top-grape-juice-,,Beverages,L,,7.99,10.66,0,5,yes
Sun Top Grape Juice 200ml,Sun Top Grape عصير,BQ-0553-sun-top-grape-juice-,,Beverages,pcs,,2.30,3.07,0,5,yes
Sun Top Mixed Fruit Juice 1L,Sun Top Mixed Fruit عصير,BQ-0554-sun-top-mixed-fruit-,,Beverages,L,,5.46,7.28,0,5,yes
Sun Top Mixed Fruit Juice 200ml,Sun Top Mixed Fruit عصير,BQ-0555-sun-top-mixed-fruit-,,Beverages,pcs,,2.18,2.91,0,5,yes
Sun Top Pineapple Juice 1L,Sun Top Pineapple عصير,BQ-0556-sun-top-pineapple-ju,,Beverages,L,,6.41,8.54,0,5,yes
Sun Top Pineapple Juice 200ml,Sun Top Pineapple عصير,BQ-0557-sun-top-pineapple-ju,,Beverages,pcs,,1.65,2.19,0,5,yes
Sun Top Pomegranate Juice 1L,Sun Top Pomegranate عصير,BQ-0558-sun-top-pomegranate-,,Beverages,L,,7.72,10.30,0,5,yes
Sun Top Pomegranate Juice 200ml,Sun Top Pomegranate عصير,BQ-0559-sun-top-pomegranate-,,Beverages,pcs,,1.20,1.60,0,5,yes
Sun Top Peach Juice 1L,Sun Top Peach عصير,BQ-0560-sun-top-peach-juice-,,Beverages,L,,7.76,10.35,0,5,yes
