name,name_ar,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Juice Orange 2.5kg,عصيرفوستر برتقال اكياس 2.5 كجم,ITM-07810,,Beverages,kg,,0.00,0.00,0,5,yes
Juice Orange . 2.5,عصير ماي فروتي برتقال 2.5كيلو.,ITM-07249,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 200ml,عصير ندى برتقال 200 مل,ITM-00267,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 200ml,عصير دلتا برتقال 200 مل,ITM-00614,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 200m,عصير ندى برتقال 200 م,ITM-01259,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 200ml,ندى عصير برتقال 200 مل,ITM-06052,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Nectar Orange 200ml,عصير نكتار البرتقال 200 مل,ITM-06884,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange Peach 200m,عصير دالا البرتقال والخوخ 200 م,ITM-07140,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 200ml,عصير اناناس وبرتقال 200 مل,ITM-08348,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 24*200 24x200m,عصير برتقال 24*200 م,ITM-01150,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 250m,عصير دندنة البرتقال 250 م,ITM-01171,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 250m,عصير الكابتن برتقال 250 م,ITM-01175,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 250ml,عصير سيزار برتقال وجزر 250 مل,ITM-02349,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 250ml,هناء عصير برتقال وجزر 250 مل,ITM-11799,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 250ml,عصير برتقال دلتا 250 مل,ITM-12364,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 250ml,فرفش عصير برتقال 250 مل,ITM-17321,,Beverages,ml,,0.00,2.00,0,5,yes
Juice Orange 300m,عصير تربيكانا برتقال 300 م,ITM-01183,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 300ml,اورجنال عصير برتقال وجزر300 ملل,ITM-02893,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300ml,فلوريدا ناتشورال عصير برتقال بدون اللب غير محلى 300 مل,ITM-05884,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300ml,ندى عصير برتقال مع اللب 300 ملل,ITM-08366,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300ml,رانيش عصير جزر وبرتقال 300 ملل,ITM-12267,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300ml,رانش عصير برتقال وجزر 300 مل,ITM-16247,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300ml,اورجنال عصير برتقال 300 مل,ITM-16529,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 330m,عصير برتقال كريم 330 م,ITM-06708,,Beverages,pcs,,0.00,0.00,0,5,yes
Syrup Juice Orange 36*125 36x125ml,سيزر جونيور شراب عصير برتقال 36*125 مل,ITM-13410,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 400ml,عصير راني جزر وبرتقال بلاستك 400 مل,ITM-00488,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 400ml,عصير برتقال اورجنال 400 مل,ITM-03006,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange *180 5x180ml,داناو عصير برتقال ومانجا 5 *180 مل +قالب تثليج مجانا,ITM-16644,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 750g,عصير فوستربرتقال اكياس 750 جم,ITM-07494,,Beverages,g,,0.00,0.00,0,5,yes
Juice Orange 750g,عصير ماي فروتي برتقال 750ج,ITM-11960,,Beverages,g,,0.00,0.00,0,5,yes
Juice Orange 800ml,ندى عصير برتقال 800 مل,ITM-08104,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange Al Mazraa 200ml,عصير برتقال المزرعة 200 مل,ITM-11808,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange Almarai 1.75L,عصير اناناس وبرتقال المراعي 1.75 لتر,ITM-08681,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange Almarai 200ml,عصير برتقال وجزر المراعي 200 مل,ITM-09110,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange Banana Strawberry *180 5x180ml,داناو عصير برتقال وموز وفراولة 5 *180 مل +قالب تثليج مجانا,ITM-16427,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange Mango 1.8L,عصير برتقال ومانجو فلوريــــدا 1.8 لتر,ITM-08686,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange1.5 1.5ml,ندى عصير اناناس وبرتقال1.5 مل,ITM-15695,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange250 250ml,عصير هنا برتقال250 مل,ITM-05995,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange250 250ml,سيزر عصير برتقال250 مل,ITM-15539,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange300 300m,عصير اورجنال برتقال300 م,ITM-06871,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Saudia Mixed 24*125 24x125m,عصير السعودية جونيز فاكهة مشكل 24*125 م,ITM-06546,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Strawberry,عصير فراولة وتوت +كافيتا مجان,ITM-08760,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Strawberry 1.5L,عصير ندى فراولة 1.5 لتر,ITM-05693,,Beverages,L,,0.00,0.00,0,5,yes
Juice Strawberry *5+1 180ml,لصافي عصير فراولة 180 مل*5+1,ITM-17941,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Strawberry 2L,كريم عصير فراولة 2لتر عرض خاص,ITM-10124,,Beverages,L,,0.00,0.00,0,5,yes
Juice Strawberry 200ml,عصير ندى فراولة 200 مل,ITM-05847,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Syrup Strawberry 200ml,عصير افتح واشراب بالفراولة 200 مل,ITM-07239,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Flavored Strawberry 70ml,عصيربيتوتوبطعم الفراولة 70 مل,ITM-17363,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Strawberry 800ml,ندى عصير فراولة 800 مل,ITM-15439,,Beverages,L,,0.00,0.00,0,5,yes
JuiceAl Rabie 1L,عصيرالربيع ليمون وكيوي 1 لتر,ITM-07813,,Beverages,L,,0.00,0.00,0,5,yes
JuiceAlmarai Mixed 1.5L,عصيرالمراعي الفواكة المشكلة 1.5 لتر,ITM-17135,,Beverages,L,,0.00,0.00,0,5,yes
JuiceAlmarai Mango 300m,عصيرالمراعي مانجو الفونسو 300 م,ITM-06631,,Beverages,pcs,,0.00,0.00,0,5,yes
JuiceNadec 300ml,عصيرنادك توت بري 300 مل,ITM-15989,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceNadec Apple 300ml,عصيرنادك تفاح 300 مل,ITM-08500,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceNadec Mango Mixed 300ml,عصيرنادك مانجو وفواكة مشكلة 300 مل,ITM-15988,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceNadec Orange 300ml,عصيرنادك برتقال وجزر 300 مل,ITM-15990,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceStrawberry 180ml,لاكنور عصيرفراولة 180 مل,ITM-13802,,Beverages,ml,,0.00,0.00,0,5,yes
Jw Frsh Wyfrbalkakaw20 Jm 20g,جو فرش ويفربالكاكاو20 جم,ITM-12185,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
JwaFa Krym Ltr 2L,جوافة كريم 2 لتر,ITM-10121,,Personal Care,L,,0.00,0.00,0,5,yes
Toys 0304,جوال كرت العاب أطفال رقم 0304,ITM-15587,,Toys & Games,pcs,,0.00,0.00,0,5,yes
Toys 0317,جوال كرت العاب أطفال رقم 0317,ITM-15586,,Toys & Games,pcs,,0.00,0.00,0,5,yes
Coated,جود أيس كريم زبادى مغطى بطبقة من التوت,ITM-16641,,Kitchen & Home,pcs,,0.00,0.00,0,5,yes
Glass,جود لتنظيف الزجاج,ITM-05760,,General,pcs,,0.00,0.00,0,5,yes
Nectar 250m,جودي نكتار عنب 250 م,ITM-11149,,Fresh Produce,pcs,,0.00,0.00,0,5,yes
Jwhra Alkhyr Asl Alghaba Alswda Jm 250g,جوهرة الخير عسل الغابة السوداء 250 جم,ITM-01927,,General,g,,0.00,0.00,0,5,yes
Jwhra Alkhyr Asl Alghaba Alswda Jm 500g,جوهرة الخير عسل الغابة السوداء 500 جم,ITM-01928,,General,g,,0.00,0.00,0,5,yes
Jwhra Alkhyr Asl Zhra AlshFa Jm 200g,جوهرة الخير عسل زهرة الشفاء 200 جم,ITM-12529,,General,g,,0.00,0.00,0,5,yes
Jwld Kwst Azrq,جولد كوست ازرق,ITM-10907,,General,pcs,,0.00,0.00,0,5,yes
Jwld Lyf,جولد ليف,ITM-15168,,General,pcs,,0.00,0.00,0,5,yes
Small,جولد ليف ازرق صغير,ITM-16270,,General,pcs,,0.00,0.00,0,5,yes
Small,جولد ليف صغير,ITM-10606,,General,pcs,,0.00,0.00,0,5,yes
Gillette 75m,جوليت للبشرة الحساسة 75 م,ITM-11298,,Personal Care,pcs,,0.00,0.00,0,5,yes
Gillette 45m,جوليت مضاد للتعرق 45 م,ITM-11299,,Personal Care,pcs,,0.00,0.00,0,5,yes
Jwnswn Allsqa Alamrykya,جونسون اللصقة الامريكية,ITM-07199,,General,pcs,,0.00,0.00,0,5,yes
Conditioner 200ml,جونسون بخاخ بلسم للأطفال 200 مل,ITM-16103,,Personal Care,ml,,0.00,0.00,0,5,yes
Jwnswn Bwdra Alatfal Almnasha200jram 200g,جونسون بودرة الأطفال المنعشة200جرام,ITM-04280,,Baby Care,g,,0.00,0.00,0,5,yes
Kids 100g,جونسون بودرة اطفال 100 جم,ITM-11864,,General,g,,0.00,0.00,0,5,yes
Kids 200g,جونسون بودرة اطفال 200 جم,ITM-15319,,General,g,,0.00,0.00,0,5,yes
Kids 500g,جونسون بودرة اطفال 500 جم,ITM-15318,,General,g,,0.00,0.00,0,5,yes
Jwnswn Lwshn Llatfal Ml 200ml,جونسون لوشن للأطفال 200 مل,ITM-13180,,Baby Care,ml,,0.00,0.00,0,5,yes
Liquid 200ml,جونسون سائل استحمام للأطفال 200 مل,ITM-04344,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Liquid 300ml,جونسون سائل استحمام للأطفال 300 مل,ITM-16101,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Liquid 500ml,جونسون سائل استحمام للأطفال 500 مل,ITM-06867,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Jwnty Mtbkh Qmash,جونتي مطبخ قماش,ITM-13344,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Jwnty Mtbkh Qmash 245,جونتي مطبخ قماش 245,ITM-13368,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Jws,جوسئ,ITM-18347,,General,pcs,,0.00,0.00,0,5,yes
Jwz Alhnd,جوز الهند,528,,General,pcs,,0.00,5.00,0,5,yes
Jwz Alhnd Ranjyl Ftnamy 8k 8kg,جوز الهند رانجيل فتنامي 8ك,ITM-07056,,General,kg,,0.00,0.00,0,5,yes
Jwz Hnd Altahwna 200jram 200g,جوز هند الطاحونة 200جرام,ITM-04292,,General,g,,0.00,0.00,0,5,yes
Jwzhnd Almqrmsh,جوزهند المقرمش,ITM-05509,,General,pcs,,0.00,0.00,0,5,yes
Jwzyan Srdyn Balshta Jm 125g,جوزيان سردين بالشطة 125 جم,ITM-09512,,General,g,,0.00,0.00,0,5,yes
Jy and Dblyw Ml 750ml,جي اند دبليو 750 مل,ITM-14501,,General,L,,0.00,0.00,0,5,yes
Jy and Dblywanb Ml 375ml,جي اند دبليوعنب 375 مل,ITM-14520,,Fresh Produce,ml,,0.00,0.00,0,5,yes
Jyb,جيب,ITM-18435,,General,pcs,,0.00,0.00,0,5,yes
Jyb S,جيب ص,ITM-00126,,General,pcs,,0.00,0.00,0,5,yes
Jyf Bkhakh Wqaya Faala Ml 750ml,جيف بخاخ وقاية فعالة 750 مل,ITM-01720,,General,L,,0.00,0.00,0,5,yes
Jyf Ma Hbybat Alkrkm80j 80g,جيف مع حبيبات الكركم80ج,ITM-05209,,Spices & Seasonings,g,,0.00,0.00,0,5,yes
Jyf Ma Khlasa All L 80j 80g,جيف مع خلاصة اللؤلؤ80ج,ITM-05211,,General,g,,0.00,0.00,0,5,yes
Jyk Qzaz Wkasa Krstal 1010,جيك قزاز وكاسة كرستال 1010,ITM-07669,,General,pcs,,0.00,0.00,0,5,yes
Jyl Awdwr,جيل اودور,ITM-17738,,General,pcs,,0.00,0.00,0,5,yes
Jyl Hyr Kwd M 250m,جيل هير كود 250 م,ITM-09332,,General,pcs,,0.00,0.00,0,5,yes
Jyl Hyr Kwd Wyt Lwk M 250m,جيل هير كود ويت لوك 250 م,ITM-09368,,General,pcs,,0.00,0.00,0,5,yes
Jyly Alananas Jrnyz Jm 80g,جيلي الاناناس جرنيز 80 جم,ITM-10414,,General,g,,0.00,0.00,0,5,yes
Jyly Balfwaka Jwya Jm 15g,جيلي بالفواكة جويا 15 جم,ITM-14263,,General,g,,0.00,0.00,0,5,yes
Jyly Hlwa Bnkha Albtykh J 42g,جيلي حلوى بنكهة البطيخ 42 ج,ITM-17929,,General,g,,0.00,0.00,0,5,yes
Jyly Hlwa Bnkha Altwt J 42g,جيلي حلوى بنكهة التوت 42 ج,ITM-18017,,General,g,,0.00,0.00,0,5,yes
Mixed 80g,جيلي جرنيز الفواكة المشكلة 80 جم,ITM-12579,,General,g,,0.00,0.00,0,5,yes
Jyly Jrnyz Alkraz,جيلي جرنيز الكراز,ITM-12176,,General,pcs,,0.00,0.00,0,5,yes
Jyly Jrnyz Alkraz Jm 80g,جيلي جرنيز الكراز 80 جم,ITM-12175,,General,g,,0.00,0.00,0,5,yes
Jyly Zdny Lymwn,جيلي زدني ليمون,ITM-12376,,General,pcs,,0.00,0.00,0,5,yes
Jyly Zdny Lymwn Jm 85g,جيلي زدني ليمون 85 جم,ITM-12375,,General,g,,0.00,0.00,0,5,yes
Jylyt Arktyk Ays M 70m,جيليت اركتيك ايس 70 م,ITM-11297,,General,pcs,,0.00,0.00,0,5,yes
Jylyt Fywjn Brwghlayd,جيليت فيوجن بروغلايد,ITM-12819,,General,pcs,,0.00,0.00,0,5,yes
Jylyt Fywjn Brwghlayd Bawr,جيليت فيوجن بروغلايد باور,ITM-12509,,General,pcs,,0.00,0.00,0,5,yes
Jylyt Llbshra Alhsasa M 200m,جيليت للبشرة الحساسة 200 م,ITM-11294,,General,pcs,,0.00,0.00,0,5,yes
Deodorant 50ml,جيليت مزيل عرق 50 مل,ITM-14838,,Personal Care,ml,,0.00,0.00,0,5,yes
Jylyt Rghwa Bshra Hsasa250 Ml 250ml,جيليت رغوة بشرة حساسة250 مل,ITM-14836,,General,ml,,0.00,0.00,0,5,yes
Jym Kmbwtr,جيم كمبوتر,ITM-18414,,General,pcs,,0.00,0.00,0,5,yes
Jyntw Alawd Alasly Ltr 4L,جينتو العود الاصلي 4 لتر,ITM-02896,,General,L,,0.00,0.00,0,5,yes
Jyzmjy Taym Swbr Rwl Wyfr Ghm 15g,جيزمجي تايم سوبر رول ويفر 15 غم,ITM-13634,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
KACA Chips,KACA شips,89,,Snacks & Confectionery,pcs,,0.00,0.50,0,5,yes
KAGI CHOCO,KAGI CHOCO,61,,General,pcs,,0.00,2.50,0,5,yes
KEYIF6 PCS,كاسات KEYIF6 PCS,ITM-11171,,General,pcs,,0.00,0.00,0,5,yes
KINDER BUENO,KINDER BUENO,48,,General,pcs,,0.00,3.50,0,5,yes
KINDER MAXI,KINDER MAXI,56,,General,pcs,,0.00,1.00,0,5,yes
KITKAT,KITKAT,51,,Snacks & Confectionery,pcs,,0.00,1.00,0,5,yes
KOLESTON 3/0 Hair Dye Hair Dac 3 56.5ml,KOLESTON 3/0 صبغة شعر الماني بني داكن 56.5 مل,ITM-12617,,Personal Care,ml,,0.00,0.00,0,5,yes
KOLESTON 5/0 Hair Dye Hair 5 56.5ml,KOLESTON 5/0 صبغة شعر الماني بني فاتح 56.5 مل,ITM-12576,,Personal Care,ml,,0.00,0.00,0,5,yes
KOLESTON Hair,KOLESTON كريم صبغ الشعر,ITM-11169,,Personal Care,pcs,,0.00,0.00,0,5,yes
KWIK 2*500 ML,KWIK 2*500 ML,ITM-03679,,General,L,,0.00,0.00,0,5,yes
Ka Tshb Altma Tm Frshla 1133j 1133g,كا تشب الطما طم فرشلى 1133ج,ITM-06641,,General,kg,,0.00,0.00,0,5,yes
Ka Tshb Altma Tm T Al A 340jram 340g,كا تشب الطما طم تـــــالــــــة 340جرام,ITM-08621,,General,g,,0.00,0.00,0,5,yes
Kably Kakw Jram 80g,كابلي كاكو 80 جرام,ITM-18196,,General,g,,0.00,0.00,0,5,yes
Syrup 200ml,كابرسن شراب كوكتيل الفواكة 200 مل,ITM-12633,,General,ml,,0.00,0.00,0,5,yes
Kabwtshynw Kramyl,كابوتشينو كراميل,ITM-17869,,General,pcs,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Balfwaka Jm 38g,كادبوري ديرى ميلك بالفواكة 38 جم,ITM-14102,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Mtrqaa Jm 38g,كادبوري ديرى ميلك مطرقعة 38 جم,ITM-13870,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Sada Jm 28g,كادبوري ديرى ميلك سادة 28 جم,ITM-02478,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Sada Jm 87g,كادبوري ديرى ميلك سادة 87 جم,ITM-14736,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyry Mylk Jm 11g,كادبوري ديري ميلك 11 جم,ITM-17489,,General,g,,0.00,0.00,0,5,yes
Kady Blw M 340m,كادي بلو 340 م,ITM-11431,,General,pcs,,0.00,0.00,0,5,yes
Kadya Bnk M 340m,كادية بنك 340 م,ITM-11433,,General,pcs,,0.00,0.00,0,5,yes
Syrup 300ml,كادية شراب الرمان الفوار300 مل,ITM-14060,,Fresh Produce,ml,,0.00,0.00,0,5,yes
Kafy Hntz Sryaa Althdyr 50j 50g,كافي هنتز سريعة التحضير 50ج,ITM-02446,,General,g,,0.00,0.00,0,5,yes
Kafy Krymr 250j 250g,كافي كريمر 250ج,ITM-03807,,Personal Care,g,,0.00,0.00,0,5,yes
Kaja Myny Rqa Q Swsrya Jm 125g,كاجى ميني رقائق سوسرية 125 جم,ITM-16349,,General,g,,0.00,0.00,0,5,yes
Kaja Myny Rqa Q Swsrya Jm 125g,كاجى ميني رقائق سوسرية 125 جم,ITM-16350,,General,g,,0.00,0.00,0,5,yes
Kaja Myny Rqa Q Swsrya Jm 200g,كاجى ميني رقائق سوسرية 200 جم,ITM-16348,,General,g,,0.00,0.00,0,5,yes
Kaja Rqa Q Swsrya Jm 25g,كاجى رقائق سوسرية 25 جم,ITM-02586,,General,g,,0.00,0.00,0,5,yes
Kajw 200jram 200g,كاجو 200جرام,ITM-03044,,General,g,,0.00,0.00,0,5,yes
Kajw Almqrmsh 90jram 90g,كاجو المقرمش 90جرام,ITM-03043,,General,g,,0.00,0.00,0,5,yes
Can 200g,كاجو كريكيتا علبة 200 جم,ITM-11579,,General,g,,0.00,0.00,0,5,yes
Kak Alhfla Swytz28 Jm 28g,كعك الحفلة سويتز28 جم,ITM-03244,,General,g,,0.00,0.00,0,5,yes
Al Kas 30g,كعك الكاس سويتز 30 جم,ITM-12926,,General,g,,0.00,0.00,0,5,yes
Kak Baltyn Fyj Rwwl 195j 195g,كعك بالتين فيج روول 195ج,ITM-01737,,General,g,,0.00,0.00,0,5,yes
Kak Jwz Alhnd Fansy 150j 150g,كعك جوز الهند فانسي 150ج,ITM-01743,,General,g,,0.00,0.00,0,5,yes
Kak Mkhabz Hla Am Salh,كعك مخابز حلا ام صالح,ITM-02143,,General,pcs,,0.00,0.00,0,5,yes
Kak Swytz,كعك سويتز,ITM-06060,,General,pcs,,0.00,0.00,0,5,yes
Kak Swytz Qsdyr 55j 55g,كعك سويتز قصدير 55ج,ITM-01110,,General,g,,0.00,0.00,0,5,yes
Kakaw,كاكاو,764,,General,pcs,,0.00,8.00,0,5,yes
Kakaw Mswq Jram 230g,كاكاو مسوق 230 جرام,ITM-17870,,General,g,,0.00,0.00,0,5,yes
Kakaw Zdny Jm 125g,كاكاو زدني 125 جم,ITM-07243,,General,g,,0.00,0.00,0,5,yes
Kakaw Zdny Jm 227g,كاكاو زدني 227 جم,ITM-02682,,General,g,,0.00,0.00,0,5,yes
Kako Butter Croissant,Kako Butter Croissant,1484,,Dairy & Eggs,pcs,,0.00,2.50,0,5,yes
Kako Cheese Croissant,kako جبن croissant,1485,,Dairy & Eggs,pcs,,0.00,2.50,0,5,yes
Kakw Bf Jram 375g,كاكو بف 375 جرام,ITM-18271,,General,g,,0.00,0.00,0,5,yes
Kakw Fshar Bytza Gh 28,كاكو فشار بيتزا 28 غ,ITM-16481,,Bread & Bakery,pcs,,0.00,0.00,0,5,yes
Kakw Ftyra Kastrd Jm 75g,كاكو فطيرة كاسترد 75 جم,ITM-12683,,General,g,,0.00,1.50,0,5,yes
Kakw Ftyra Kastrd Wtwt Jm 75g,كاكو فطيرة كاسترد وتوت 75 جم,ITM-00824,,General,g,,0.00,0.00,0,5,yes
Kakw Ftyra Zatr Jm 75g,كاكو فطيرة زعتر 75 جم,ITM-08628,,General,g,,0.00,1.50,0,5,yes
Kakw Krwsan Sada Jm 65g,كاكو كروسان سادة 65 جم,ITM-15377,,General,g,,0.00,1.50,0,5,yes
Glass 250ml,كاكول زجاج 250 مل,ITM-00272,,General,ml,,0.00,2.50,0,5,yes
Beans 400g,كاليفورنيا فاصوليا حمراء400 جم,ITM-01592,,General,g,,0.00,0.00,0,5,yes
Kamy Alhrya Alsafya Jram 75g,كامي الحرية الصافية 75 جرام,ITM-03448,,General,g,,0.00,0.00,0,5,yes
Kamy Almyzan Alkrya Lwn Azrq Jram 75g,كامي الميزان الكرية لون ازرق 75 جرام,ITM-03449,,General,g,,0.00,0.00,0,5,yes
Kamy Atr Almsk Alda M Jram 75g,كامي عطر المسك الدائم 75 جرام,ITM-03445,,Personal Care,g,,0.00,0.00,0,5,yes
Kamy Atr Anyq Jram 75g,كامي عطر انيق 75 جرام,ITM-03446,,Personal Care,g,,0.00,0.00,0,5,yes
Kamy Atr Fa Q Jram 75g,كامي عطر فائق 75 جرام,ITM-03447,,Personal Care,g,,0.00,0.00,0,5,yes
Kamy Atr Fa Q125 Jram 125g,كامي عطر فائق125 جرام,ITM-03444,,Personal Care,g,,0.00,0.00,0,5,yes
Kamy Mjmwaa Alatwr Atr Anyq125 Jram 125g,كامي مجموعة العطور عطر انيق125 جرام,ITM-03443,,Personal Care,g,,0.00,0.00,0,5,yes
Kamy Twt Jram 75g,كامي توت 75 جرام,ITM-00328,,General,g,,0.00,0.00,0,5,yes
Kandryl,كاندريل,ITM-05758,,General,pcs,,0.00,0.00,0,5,yes
Kanzania Poland,Kanzania Poland,879,,General,pcs,,0.00,13.00,0,5,yes
Karamyl Ghm 380g,كاراميل 380 غم,ITM-06492,,General,g,,0.00,0.00,0,5,yes
Kari Pakora,Kari Pakora,1092,,General,pcs,,0.00,8.00,0,5,yes
Karml,كارمل,765,,General,pcs,,0.00,3.00,0,5,yes
Karmyl A,كارميل ا,ITM-18055,,General,pcs,,0.00,3.00,0,5,yes
Pasta 400g,كارينا مكرونة 400 جم,ITM-12969,,Rice & Grains,g,,0.00,0.00,0,5,yes
Pasta 400g,كارينا مكرونة 400 جم,ITM-12895,,Rice & Grains,g,,0.00,0.00,0,5,yes
Karyntwn Twyl,كارينتون طويل,ITM-16890,,General,pcs,,0.00,0.00,0,5,yes
Steel 10,كاسة استيل هندي 10سم,ITM-08360,,General,pcs,,0.00,0.00,0,5,yes
Steel 8,كاسة استيل هندي 8سم,ITM-08363,,General,pcs,,0.00,0.00,0,5,yes
Steel 9,كاسة استيل هندي 9سم,ITM-08361,,General,pcs,,0.00,0.00,0,5,yes
Kasa Syna 21sntltr,كاسة سينا 21سنتلتر,ITM-01477,,General,pcs,,0.00,0.00,0,5,yes
Kasa Syna 7sntltr,كاسة سينا 7سنتلتر,ITM-01476,,General,pcs,,0.00,0.00,0,5,yes
Kasat *6hbat,كاسات *6حبات,ITM-02014,,General,pcs,,0.00,0.00,0,5,yes
Kasat Aady,كاسات عادي,ITM-02738,,General,pcs,,0.00,0.00,0,5,yes
Riyal 2,كاسات ابو 2 ريالان,ITM-00387,,General,pcs,,0.00,0.00,0,5,yes
Steel 4Riyal,كاسات استيل 4ريال,ITM-02836,,General,pcs,,0.00,0.00,0,5,yes
Steel 5Riyal,كاسات استيل 5ريال,ITM-02833,,General,pcs,,0.00,0.00,0,5,yes
Steel 6Riyal,كاسات استيل 6ريال,ITM-02832,,General,pcs,,0.00,0.00,0,5,yes
Steel Riyal 7,كاسات استيل 7 ريال,ITM-02831,,General,pcs,,0.00,0.00,0,5,yes
Kasat Balastyk Sfry,كاسات بالاستيك سفري,ITM-02840,,General,pcs,,0.00,0.00,0,5,yes
Kasat Batryq,كاسات باطريق,ITM-02663,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk,كاسات بلاستيك,ITM-04113,,General,pcs,,0.00,0.00,0,5,yes
50Pcs 50pcs,كاسات بلاستيك 50حبة,ITM-14767,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk 50qtaa,كاسات بلاستيك 50قطعة,ITM-04579,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk Jda 50kas,كاسات بلاستيك جدة 50كاس,ITM-07941,,General,pcs,,0.00,0.00,0,5,yes
Colored 3pcs,كاسات بلاستيك ملون 3حبه,ITM-01600,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk Qhwh,كاسات بلاستيك قهوه,ITM-02837,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk Qhwh*2,كاسات بلاستيك قهوه*2,ITM-06372,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat,كاسات بورميولي 3حبات,ITM-08132,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat .,كاسات بورميولي 3حبات .,ITM-08133,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat Rqm,كاسات بورميولي 3حبات رقم 49900,ITM-08136,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat Rqm,كاسات بورميولي 3حبات رقم 49920,ITM-08138,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 6hbat,كاسات بورميولي 6حبات,ITM-08134,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 6hbat..,كاسات بورميولي 6حبات..,ITM-08135,,General,pcs,,0.00,0.00,0,5,yes
Kasat Hay Kwylty Jlas,كاسات هاي كويلتي جلاس,ITM-11207,,Personal Care,pcs,,0.00,0.00,0,5,yes
Kasat Hd,كاسات حد,ITM-18442,,General,pcs,,0.00,0.00,0,5,yes
Kasat Hd 3hbat,كاسات حد 3حبات,ITM-18440,,General,pcs,,0.00,0.00,0,5,yes
Large 8745,كاسات كبير 8745,ITM-15272,,General,pcs,,0.00,0.00,0,5,yes
