name,name_ar,updated_en,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Juice Apple 400,عصيراورجنال تفاح 400مل,Juice Apple 400ml,ITM-07899,,Beverages,ml,,0.00,2.00,0,5,yes
Juice Apple 400,عصير ميزو تفاح بلاستك 400مل,Juice Apple 400ml,ITM-13382,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Apple 750,عصير بيل نورماند رمان وتفاح فوار 750مل,Juice Apple 750ml,ITM-13129,,Beverages,L,,0.00,0.00,0,5,yes
Juice Apple 750,عصير مركز بيل نورماند تفاح وكمثري فوار 750مل,Juice Apple 750ml,ITM-13130,,Beverages,L,,0.00,0.00,0,5,yes
Juice Apple 750,عصير بيل نورماند تفاح فوار 750مل,Juice Apple 750ml,ITM-13131,,Beverages,L,,0.00,0.00,0,5,yes
Juice Apple 7502*,عصير بيل نورماند تفاح وعنب 7502*مل مخفض,Juice Apple 7502*,ITM-13132,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Apple Al Rabie 1.75,عصير تفاح الربيع 1.75لتر,Juice Apple Al Rabie 1.75L,ITM-06583,,Beverages,L,,0.00,0.00,0,5,yes
Juice Apple1.5,عصير المرعيكوكتيل تفاح1.5لتر,Juice Almarai Apple1.5 1.5L,ITM-17133,,Beverages,L,,0.00,0.00,0,5,yes
Juice Apple180,لاكنور عصير تفاح180مل,Juice Apple180 180ml,ITM-13805,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Bistro,كاسات عصير bistro,Juice Bistro,ITM-10967,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Cola70,عصيربيتوتو بطعم الكولا70مل,Juice Flavored Cola70 70ml,ITM-17364,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Dates,عصير تمر هند,Juice Dates,ITM-18342,,Beverages,pcs,,0.00,3.50,0,5,yes
Juice Dole,عصير dole,Juice Dole,1282,,Beverages,pcs,,0.00,5.00,0,5,yes
Juice Eggs 100%,دانيا عصير العنب الأبيض 100%,Juice Eggs 100,ITM-08241,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
Juice Eggs 750,عصير بيل نورماند عنب ابيض فوار 750مل,Juice Eggs 750ml,ITM-13127,,Dairy & Eggs,L,,0.00,0.00,0,5,yes
Juice Eggs 900,راوخ عصير العنب الابيض 900مل,Juice Eggs 900ml,ITM-11694,,Dairy & Eggs,L,,0.00,0.00,0,5,yes
Juice Fa Orange 2.5,عصير صفا علب نكهة البرتقال 2.5كيلو,Juice Fa Orange 2.5,225,,Beverages,pcs,,0.00,22.00,0,5,yes
Juice Mango,عصير مانجو راني ندى,Juice Mango,ITM-05690,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Mango 0.95,عصير مانجو اورجنال0.95لتر,Juice Mango 0.95L,ITM-11881,,Beverages,L,,0.00,0.00,0,5,yes
Juice Mango 1,عصيرسيزرمانجو 1لتر,Juice Mango 1L,ITM-00974,,Beverages,L,,0.00,0.00,0,5,yes
Juice Mango 1,عصير ندى مانجو 1لتر,Juice Mango 1L,ITM-01233,,Beverages,L,,0.00,0.00,0,5,yes
Juice Mango 1.5,ندى عصير مانجو مع اللب 1.5لتر,Juice Mango 1.5L,ITM-15443,,Beverages,L,,0.00,0.00,0,5,yes
Juice Mango 1.5,ندى عصير مانجو 1.5 لتر,Juice Mango 1.5L,ITM-17063,,Beverages,L,,0.00,0.00,0,5,yes
Juice Mango 1.75,ندى عصير مانجوليتا 1.75لتر,Juice Gillette 1.75L,ITM-08098,,Beverages,L,,0.00,0.00,0,5,yes
Juice Mango 125,سيزر جونيور شراب عصير مانجو 125مل,Syrup Juice Mango 125ml,ITM-13409,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 180,لاكنور عصير مانجو 180مل,Juice Mango 180ml,ITM-13792,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 180 *5+1,لصافي عصير مانجو 180مل*5+1,Juice Mango *5+1 180ml,ITM-17937,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 2.5,عصير فروتي مانجو 2.5ك,Juice Mango 2.5kg,ITM-01675,,Beverages,kg,,0.00,0.00,0,5,yes
Juice Mango 2.5,عصير فوستر مانجواكياس 2.5كجم,Juice Mango 2.5kg,ITM-07799,,Beverages,kg,,0.00,0.00,0,5,yes
Juice Mango 2.5,عصير سمايلي مانجو 2.5كجم,Juice Mango 2.5kg,ITM-12594,,Beverages,kg,,0.00,0.00,0,5,yes
Juice Mango 200,عصير نكتار المانجو 200مل,Juice Nectar Mango 200ml,ITM-05666,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 200,عصير ندى مانجو 200مل,Juice Mango 200ml,ITM-08943,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 200,ميجا عصير مانجو 200مل,Juice Mango 200ml,ITM-14192,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 200,عصير دلتا مانجو 200مل,Juice Mango 200ml,ITM-16764,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 24*200,عصير مانجو 24*200م,Juice Mango 24*200 24x200m,ITM-01151,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Mango 250,عصير راني مانجو 250م,Juice Mango 250m,ITM-01009,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Mango 250,القبطان عصير مانجو 250مل,Juice Mango 250ml,ITM-05326,,Beverages,ml,,0.00,1.50,0,5,yes
Juice Mango 250,عصير دلتا المانجو 250مل,Juice Mango 250ml,ITM-09393,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 250,هناء عصير مانجو 250مل,Juice Mango 250ml,ITM-14370,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 300,عصير المانجو تربكانا 300م,Juice Mango 300m,ITM-02575,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Mango 300,ندى عصير مانجو مع اللب 300مل,Juice Mango 300ml,ITM-12775,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 330,سيزار عصير مانجو 330مل,Juice Mango 330ml,ITM-07155,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 36*125,سيزر جونيور شراب عصير مانجو 36*125مل,Syrup Juice Mango 36*125 36x125ml,ITM-13509,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango 40,سمايلي عصير مانجو 40جم,Juice Mango 40g,ITM-15128,,Beverages,g,,0.00,0.00,0,5,yes
Juice Mango 400,عصيراورجنال مانجو 400مل,Juice Mango 400ml,ITM-00979,,Beverages,ml,,0.00,2.00,0,5,yes
Juice Mango 750,عصير فروتي مانجو 750جم,Juice Mango 750g,ITM-07830,,Beverages,g,,0.00,0.00,0,5,yes
Juice Mango 750,عصير فوستر مانجو اكياس750جم,Juice Mango 750g,ITM-07862,,Beverages,g,,0.00,0.00,0,5,yes
Juice Mango 800,ندى عصير مانجو 800مل,Juice Mango 800ml,ITM-08627,,Beverages,L,,0.00,0.00,0,5,yes
Juice Mango Nadec 300,عصير مانجو ليتشي نادك 300مل,Juice Mango Nadec 300ml,ITM-08630,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Mango Orange125,دانيا عصير مانجو وبرتقال125ملل,Juice Mango Orange125 125ml,ITM-04137,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Milk,عصير بالحليب دناو,Juice Milk,ITM-03963,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
Juice Nadec 2*1.75,عصير نادك 2*1.75لتر عرض,Juice Nadec 2*1.75 2x1.75L,ITM-17156,,Beverages,L,,0.00,0.00,0,5,yes
Juice Nadec 200,عصير كوكتيل نادك 200م,Juice Nadec 200m,ITM-05836,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Nadec 3,عصير نادك بر تقال 3لتر,Juice Nadec 3L,ITM-03535,,Beverages,L,,0.00,0.00,0,5,yes
Juice Nadec 3,عصيرات نادك عرض خاص3,Juice Nadec 3,ITM-06445,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Nadec 3,عصير نادك فواكة مشكلة 3لتر,Juice Nadec Mixed 3L,ITM-07525,,Beverages,L,,0.00,0.00,0,5,yes
Juice Nadec 3*900,كافيتا عصير نادك 3*900مل,Juice Nadec 3*900 3x900ml,ITM-05343,,Beverages,L,,0.00,0.00,0,5,yes
Juice Nadec 300,عصير نادك كوكتيل التوت 300مل,Juice Nadec 300ml,ITM-08498,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Nadec Mango 3,عصير نادك مانجو 3لتر,Juice Nadec Mango 3L,ITM-07524,,Beverages,L,,0.00,0.00,0,5,yes
Juice Nadec Orange 300,عصير نادك برتقال 300مل,Juice Nadec Orange 300ml,ITM-08499,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Nadec Strawberry 3,عصير نادك فراولة 3لتر,Juice Nadec Strawberry 3L,ITM-03534,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange,عصير كلبسيوم برتقال,Juice Orange,ITM-08765,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 1,عصير سيزر برتقال وجزر 1لتر,Juice Orange 1L,ITM-00973,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1,سيزار عصير برتقال 1لتر,Juice Orange 1L,ITM-04386,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1,ندى عصير برتقال 1لتر,Juice Orange 1L,ITM-06066,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1,عصير سيزار برتقال وجزر 1لتر,Juice Orange 1L,ITM-06471,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1,سيزر عصير برتقال زجاج 1لتر,Juice Orange Glass 1L,ITM-12635,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1,لاكنور عصير برتقال 1لتر,Juice Orange 1L,ITM-13796,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1.4,عصير برتقال اورجنال 1.4لتر,Juice Orange 1.4L,ITM-08877,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1.5,عصير برتقال وجزر راني 1.5لتر,Juice Orange 1.5L,ITM-08878,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1.5,ندى عصير برتقال 1.5لتر,Juice Orange 1.5L,ITM-12643,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1.75,ندى عصير برتقال مع اللب 1.75مل,Juice Orange 1.75ml,ITM-04374,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 1.75,عصير كوكتيل البرتقال 1.75 لتر,Juice Orange 1.75L,ITM-05669,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1.75,عصير البرتقال ندى1.75م,Juice Orange 1.75m,ITM-06154,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 1.8,عصير برتقال فلوريدا بدون اللب 1.8 لتر,Juice Orange 1.8L,ITM-13647,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 1.8,عصير برتقال فلوريدا مع اللب 1.8 لتر,Juice Orange 1.8L,ITM-13853,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 100%Almarai1.75,عصير البرتقال 100%المراعي1.75لتر,Juice Orange Almarai1.75 100 1.75L,ITM-02685,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange 125,عصير اورجنال جونيور برتقال 125مل,Juice Orange 125ml,ITM-01694,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 125,دانيا عصير برتقال 125مل,Juice Orange 125ml,ITM-12214,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 125,سيزر جونيور شراب عصير برتقال 125مل,Syrup Juice Orange 125ml,ITM-13411,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 150,رانى عصير برتقال حبيبات 150 مل,Juice Orange 150ml,ITM-05711,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 180,لاكنور عصير برتقال 180مل,Juice Orange 180ml,ITM-13786,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 180 *5+1,لصافي عصير برتقال 180مل*5+1,Juice Orange *5+1 180ml,ITM-17939,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 2.5,عصيرفوستر برتقال اكياس 2.5كجم,Juice Orange 2.5kg,ITM-07810,,Beverages,kg,,0.00,0.00,0,5,yes
Juice Orange 2.5 .,عصير ماي فروتي برتقال 2.5كيلو.,Juice Orange . 2.5,ITM-07249,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 200,عصير ندى برتقال 200مل,Juice Orange 200ml,ITM-00267,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 200,عصير دلتا برتقال 200مل,Juice Orange 200ml,ITM-00614,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 200,عصير ندى برتقال 200م,Juice Orange 200m,ITM-01259,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 200,ندى عصير برتقال 200مل,Juice Orange 200ml,ITM-06052,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 200,عصير نكتار البرتقال 200مل,Juice Nectar Orange 200ml,ITM-06884,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 200,عصير دالا البرتقال والخوخ 200م,Juice Orange Peach 200m,ITM-07140,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 200,عصير اناناس وبرتقال 200مل,Juice Orange 200ml,ITM-08348,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 24*200,عصير برتقال 24*200م,Juice Orange 24*200 24x200m,ITM-01150,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 250,عصير دندنة البرتقال 250م,Juice Orange 250m,ITM-01171,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 250,عصير الكابتن برتقال 250م,Juice Orange 250m,ITM-01175,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 250,عصير سيزار برتقال وجزر 250مل,Juice Orange 250ml,ITM-02349,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 250,هناء عصير برتقال وجزر 250مل,Juice Orange 250ml,ITM-11799,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 250,عصير برتقال دلتا 250مل,Juice Orange 250ml,ITM-12364,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 250,فرفش عصير برتقال 250مل,Juice Orange 250ml,ITM-17321,,Beverages,ml,,0.00,2.00,0,5,yes
Juice Orange 300,عصير تربيكانا برتقال 300م,Juice Orange 300m,ITM-01183,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 300,اورجنال عصير برتقال وجزر300ملل,Juice Orange 300ml,ITM-02893,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300,فلوريدا ناتشورال عصير برتقال بدون اللب غير محلى 300مل,Juice Orange 300ml,ITM-05884,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300,ندى عصير برتقال مع اللب 300ملل,Juice Orange 300ml,ITM-08366,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300,رانيش عصير جزر وبرتقال 300ملل,Juice Orange 300ml,ITM-12267,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300,رانش عصير برتقال وجزر 300مل,Juice Orange 300ml,ITM-16247,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 300,اورجنال عصير برتقال 300 مل,Juice Orange 300ml,ITM-16529,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 330,عصير برتقال كريم 330م,Juice Orange 330m,ITM-06708,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Orange 36*125,سيزر جونيور شراب عصير برتقال 36*125مل,Syrup Juice Orange 36*125 36x125ml,ITM-13410,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 400,عصير راني جزر وبرتقال بلاستك 400مل,Juice Orange 400ml,ITM-00488,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 400,عصير برتقال اورجنال 400مل,Juice Orange 400ml,ITM-03006,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 5 *180 +,داناو عصير برتقال ومانجا 5 *180 مل +قالب تثليج مجانا,Juice Orange *180 5x180ml,ITM-16644,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange 750,عصير فوستربرتقال اكياس 750جم,Juice Orange 750g,ITM-07494,,Beverages,g,,0.00,0.00,0,5,yes
Juice Orange 750,عصير ماي فروتي برتقال 750ج,Juice Orange 750g,ITM-11960,,Beverages,g,,0.00,0.00,0,5,yes
Juice Orange 800,ندى عصير برتقال 800مل,Juice Orange 800ml,ITM-08104,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange Al Mazraa 200,عصير برتقال المزرعة 200مل,Juice Orange Al Mazraa 200ml,ITM-11808,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange Almarai 1.75,عصير اناناس وبرتقال المراعي 1.75لتر,Juice Orange Almarai 1.75L,ITM-08681,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange Almarai 200,عصير برتقال وجزر المراعي 200مل,Juice Orange Almarai 200ml,ITM-09110,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange Banana Strawberry 5 *180 +,داناو عصير برتقال وموز وفراولة 5 *180مل +قالب تثليج مجانا,Juice Orange Banana Strawberry *180 5x180ml,ITM-16427,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange Mango 1.8,عصير برتقال ومانجو فلوريــــدا 1.8 لتر,Juice Orange Mango 1.8L,ITM-08686,,Beverages,L,,0.00,0.00,0,5,yes
Juice Orange1.5,ندى عصير اناناس وبرتقال1.5مل,Juice Orange1.5 1.5ml,ITM-15695,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange250,عصير هنا برتقال250مل,Juice Orange250 250ml,ITM-05995,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange250,سيزر عصير برتقال250مل,Juice Orange250 250ml,ITM-15539,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Orange300,عصير اورجنال برتقال300م,Juice Orange300 300m,ITM-06871,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Saudia 24*125,عصير السعودية جونيز فاكهة مشكل 24*125م,Juice Saudia Mixed 24*125 24x125m,ITM-06546,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Strawberry +,عصير فراولة وتوت +كافيتا مجان,Juice Strawberry,ITM-08760,,Beverages,pcs,,0.00,0.00,0,5,yes
Juice Strawberry 1.5,عصير ندى فراولة 1.5لتر,Juice Strawberry 1.5L,ITM-05693,,Beverages,L,,0.00,0.00,0,5,yes
Juice Strawberry 180 *5+1,لصافي عصير فراولة 180مل*5+1,Juice Strawberry *5+1 180ml,ITM-17941,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Strawberry 2,كريم عصير فراولة 2لتر عرض خاص,Juice Strawberry 2L,ITM-10124,,Beverages,L,,0.00,0.00,0,5,yes
Juice Strawberry 200,عصير ندى فراولة 200مل,Juice Strawberry 200ml,ITM-05847,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Strawberry 200,عصير افتح واشراب بالفراولة 200مل,Juice Syrup Strawberry 200ml,ITM-07239,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Strawberry 70,عصيربيتوتوبطعم الفراولة 70مل,Juice Flavored Strawberry 70ml,ITM-17363,,Beverages,ml,,0.00,0.00,0,5,yes
Juice Strawberry 800,ندى عصير فراولة 800مل,Juice Strawberry 800ml,ITM-15439,,Beverages,L,,0.00,0.00,0,5,yes
JuiceAl Rabie 1,عصيرالربيع ليمون وكيوي 1لتر,JuiceAl Rabie 1L,ITM-07813,,Beverages,L,,0.00,0.00,0,5,yes
JuiceAlmarai 1.5,عصيرالمراعي الفواكة المشكلة 1.5لتر,JuiceAlmarai Mixed 1.5L,ITM-17135,,Beverages,L,,0.00,0.00,0,5,yes
JuiceAlmarai Mango 300,عصيرالمراعي مانجو الفونسو 300م,JuiceAlmarai Mango 300m,ITM-06631,,Beverages,pcs,,0.00,0.00,0,5,yes
JuiceNadec 300,عصيرنادك توت بري 300مل,JuiceNadec 300ml,ITM-15989,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceNadec Apple 300,عصيرنادك تفاح 300مل,JuiceNadec Apple 300ml,ITM-08500,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceNadec Mango 300,عصيرنادك مانجو وفواكة مشكلة 300مل,JuiceNadec Mango Mixed 300ml,ITM-15988,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceNadec Orange 300,عصيرنادك برتقال وجزر 300مل,JuiceNadec Orange 300ml,ITM-15990,,Beverages,ml,,0.00,0.00,0,5,yes
JuiceStrawberry 180,لاكنور عصيرفراولة 180مل,JuiceStrawberry 180ml,ITM-13802,,Beverages,ml,,0.00,0.00,0,5,yes
Jw Frsh Wyfrbalkakaw20jm,جو فرش ويفربالكاكاو20جم,Jw Frsh Wyfrbalkakaw20 Jm 20g,ITM-12185,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
Jwafa Krym 2ltr,جوافة كريم 2لتر,JwaFa Krym Ltr 2L,ITM-10121,,Personal Care,L,,0.00,0.00,0,5,yes
Jwal Krt Alaab Atfal Rqm 0304,جوال كرت العاب أطفال رقم 0304,Toys 0304,ITM-15587,,Baby Care,pcs,,0.00,0.00,0,5,yes
Jwal Krt Alaab Atfal Rqm 0317,جوال كرت العاب أطفال رقم 0317,Toys 0317,ITM-15586,,Baby Care,pcs,,0.00,0.00,0,5,yes
Jwd Ays Krym Zbada Mghta Btbqa Mn Altwt,جود أيس كريم زبادى مغطى بطبقة من التوت,Coated,ITM-16641,,Personal Care,pcs,,0.00,0.00,0,5,yes
Jwd Ltnzyf Alzjaj,جود لتنظيف الزجاج,Glass,ITM-05760,,General,pcs,,0.00,0.00,0,5,yes
Jwdy Nktar Anb 250m,جودي نكتار عنب 250م,Nectar 250m,ITM-11149,,Fresh Produce,pcs,,0.00,0.00,0,5,yes
Jwhra Alkhyr Asl Alghaba Alswda 250jm,جوهرة الخير عسل الغابة السوداء 250جم,Jwhra Alkhyr Asl Alghaba Alswda Jm 250g,ITM-01927,,General,g,,0.00,0.00,0,5,yes
Jwhra Alkhyr Asl Alghaba Alswda 500jm,جوهرة الخير عسل الغابة السوداء 500جم,Jwhra Alkhyr Asl Alghaba Alswda Jm 500g,ITM-01928,,General,g,,0.00,0.00,0,5,yes
Jwhra Alkhyr Asl Zhra Alshfa 200jm,جوهرة الخير عسل زهرة الشفاء 200جم,Jwhra Alkhyr Asl Zhra AlshFa Jm 200g,ITM-12529,,General,g,,0.00,0.00,0,5,yes
Jwld Kwst Azrq,جولد كوست ازرق,Jwld Kwst Azrq,ITM-10907,,General,pcs,,0.00,0.00,0,5,yes
Jwld Lyf,جولد ليف,Jwld Lyf,ITM-15168,,General,pcs,,0.00,0.00,0,5,yes
Jwld Lyf Azrq Sghyr,جولد ليف ازرق صغير,Small,ITM-16270,,General,pcs,,0.00,0.00,0,5,yes
Jwld Lyf Sghyr,جولد ليف صغير,Small,ITM-10606,,General,pcs,,0.00,0.00,0,5,yes
Jwlyt Llbshra Alhsasa 75m,جوليت للبشرة الحساسة 75م,Gillette 75m,ITM-11298,,General,pcs,,0.00,0.00,0,5,yes
Jwlyt Mdad Lltarq 45m,جوليت مضاد للتعرق 45م,Gillette 45m,ITM-11299,,General,pcs,,0.00,0.00,0,5,yes
Jwnswn Allsqa Alamrykya,جونسون اللصقة الامريكية,Jwnswn Allsqa Alamrykya,ITM-07199,,General,pcs,,0.00,0.00,0,5,yes
Jwnswn Bkhakh Blsm Llatfal 200ml,جونسون بخاخ بلسم للأطفال 200مل,Conditioner 200ml,ITM-16103,,Personal Care,ml,,0.00,0.00,0,5,yes
Jwnswn Bwdra Alatfal Almnasha200jram,جونسون بودرة الأطفال المنعشة200جرام,Jwnswn Bwdra Alatfal Almnasha200jram 200g,ITM-04280,,Baby Care,pcs,,0.00,0.00,0,5,yes
Jwnswn Bwdra Atfal 100jm,جونسون بودرة اطفال 100جم,Kids 100g,ITM-11864,,General,g,,0.00,0.00,0,5,yes
Jwnswn Bwdra Atfal 200jm,جونسون بودرة اطفال 200جم,Kids 200g,ITM-15319,,General,g,,0.00,0.00,0,5,yes
Jwnswn Bwdra Atfal 500jm,جونسون بودرة اطفال 500جم,Kids 500g,ITM-15318,,General,g,,0.00,0.00,0,5,yes
Jwnswn Lwshn Llatfal 200ml,جونسون لوشن للأطفال 200مل,Jwnswn Lwshn Llatfal Ml 200ml,ITM-13180,,Baby Care,ml,,0.00,0.00,0,5,yes
Jwnswn Sa L Asthmam Llatfal 200ml,جونسون سائل استحمام للأطفال 200مل,Liquid 200ml,ITM-04344,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Jwnswn Sa L Asthmam Llatfal 300ml,جونسون سائل استحمام للأطفال 300مل,Liquid 300ml,ITM-16101,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Jwnswn Sa L Asthmam Llatfal 500ml,جونسون سائل استحمام للأطفال 500مل,Liquid 500ml,ITM-06867,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Jwnty Mtbkh Qmash,جونتي مطبخ قماش,Jwnty Mtbkh Qmash,ITM-13344,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Jwnty Mtbkh Qmash 245,جونتي مطبخ قماش 245,Jwnty Mtbkh Qmash 245,ITM-13368,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Jws,جوسئ,Jws,ITM-18347,,General,pcs,,0.00,0.00,0,5,yes
Jwz Alhnd,جوز الهند,Jwz Alhnd,528,,General,pcs,,0.00,5.00,0,5,yes
Jwz Alhnd Ranjyl Ftnamy 8k,جوز الهند رانجيل فتنامي 8ك,Jwz Alhnd Ranjyl Ftnamy 8k 8kg,ITM-07056,,General,kg,,0.00,0.00,0,5,yes
Jwz Hnd Altahwna 200jram,جوز هند الطاحونة 200جرام,Jwz Hnd Altahwna 200jram 200g,ITM-04292,,General,pcs,,0.00,0.00,0,5,yes
Jwzhnd Almqrmsh,جوزهند المقرمش,Jwzhnd Almqrmsh,ITM-05509,,General,pcs,,0.00,0.00,0,5,yes
Jwzyan Srdyn Balshta 125jm,جوزيان سردين بالشطة 125جم,Jwzyan Srdyn Balshta Jm 125g,ITM-09512,,General,g,,0.00,0.00,0,5,yes
Jy And Dblyw 750ml,جي اند دبليو 750مل,Jy and Dblyw Ml 750ml,ITM-14501,,General,L,,0.00,0.00,0,5,yes
Jy And Dblywanb 375ml,جي اند دبليوعنب 375مل,Jy and Dblywanb Ml 375ml,ITM-14520,,Fresh Produce,ml,,0.00,0.00,0,5,yes
Jyb,جيب,Jyb,ITM-18435,,General,pcs,,0.00,0.00,0,5,yes
Jyb S,جيب ص,Jyb S,ITM-00126,,General,pcs,,0.00,0.00,0,5,yes
Jyf Bkhakh Wqaya Faala 750ml,جيف بخاخ وقاية فعالة 750مل,Jyf Bkhakh Wqaya Faala Ml 750ml,ITM-01720,,General,L,,0.00,0.00,0,5,yes
Jyf Ma Hbybat Alkrkm80j,جيف مع حبيبات الكركم80ج,Jyf Ma Hbybat Alkrkm80j 80g,ITM-05209,,Spices & Seasonings,g,,0.00,0.00,0,5,yes
Jyf Ma Khlasa All L 80j,جيف مع خلاصة اللؤلؤ80ج,Jyf Ma Khlasa All L 80j 80g,ITM-05211,,General,g,,0.00,0.00,0,5,yes
Jyk Qzaz Wkasa Krstal 1010,جيك قزاز وكاسة كرستال 1010,Jyk Qzaz Wkasa Krstal 1010,ITM-07669,,General,pcs,,0.00,0.00,0,5,yes
Jyl Awdwr,جيل اودور,Jyl Awdwr,ITM-17738,,General,pcs,,0.00,0.00,0,5,yes
Jyl Hyr Kwd 250m,جيل هير كود 250م,Jyl Hyr Kwd M 250m,ITM-09332,,General,pcs,,0.00,0.00,0,5,yes
